id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,bathrooms,property_type,beds,host_listings_count,instant_bookable,first_review,accommodates,review_scores_rating
41339,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,75,5,17,2018-09-28,0.18,1,222,1.0,Entire apartment,3.0,17.0,t,2013-05-15,5,93.0
42462,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.10739,-8.5943,Entire home/apt,73,30,39,2018-10-14,0.39,3,166,3.0,Entire apartment,5.0,3.0,t,2012-12-31,6,95.0
55111,PAREDES,Cete,41.17481,-8.35362,Entire home/apt,66,3,14,2019-09-07,0.21,3,0,1.0,Entire apartment,5.0,3.0,f,2015-07-18,5,96.0
73828,PAREDES,Cete,41.17449,-8.35426,Entire home/apt,66,3,8,2019-07-22,0.11,3,0,1.0,Entire apartment,5.0,3.0,f,2015-05-09,5,95.0
76436,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13951,-8.61453,Entire home/apt,137,2,184,2020-08-13,1.63,13,358,1.0,Entire apartment,2.0,20.0,t,2011-11-14,3,98.0
86388,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60922,Private room,20,2,136,2020-09-23,1.14,6,13,2.0,Private room in apartment,1.0,9.0,t,2011-04-26,2,95.0
87873,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,50,2,183,2020-08-03,1.72,3,361,1.5,Entire apartment,2.0,4.0,f,2012-05-14,4,96.0
91439,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,18,2,143,2020-02-07,1.2,6,13,2.0,Private room in apartment,2.0,9.0,t,2011-04-23,2,95.0
94701,PORTO,Bonfim,41.14707,-8.60109,Entire home/apt,42,3,285,2020-08-29,2.39,1,280,1.0,Entire apartment,1.0,3.0,t,2011-05-10,3,96.0
96394,VILA NOVA DE GAIA,Canidelo,41.1411,-8.65148,Entire home/apt,214,1,8,2020-11-06,0.15,1,364,2.0,Boat,2.0,1.0,f,2016-08-20,4,100.0
100661,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,18,2,71,2020-02-16,0.61,6,13,2.0,Private room in apartment,2.0,9.0,t,2011-07-04,2,96.0
104045,PORTO,Bonfim,41.15877,-8.59893,Entire home/apt,90,4,260,2020-03-07,2.23,1,356,3.0,Entire apartment,4.0,1.0,f,2011-07-25,8,91.0
105347,VILA NOVA DE GAIA,Oliveira do Douro,41.12961,-8.58427,Entire home/apt,50,3,119,2019-10-28,1.27,1,319,1.0,Entire guesthouse,3.0,1.0,f,2013-06-07,4,97.0
108153,ESPINHO,Anta e Guetim,40.99902,-8.6163,Private room,60,2,6,2019-08-29,0.11,3,365,1.0,Private room in guesthouse,0.0,4.0,f,2016-09-27,2,93.0
113586,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61447,Entire home/apt,35,4,196,2021-01-31,1.67,1,87,1.0,Entire apartment,2.0,1.0,t,2011-07-05,3,94.0
122362,PORTO,Paranhos,41.17563,-8.62323,Entire home/apt,70,2,63,2021-01-15,0.8,1,1,3.0,Entire house,6.0,1.0,t,2014-08-21,9,92.0
125872,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12424,-8.61346,Private room,35,1,222,2020-01-01,1.89,14,365,1.0,Private room in apartment,1.0,15.0,t,2011-06-19,2,93.0
127208,PORTO,Campanhã,41.1546,-8.58985,Private room,26,2,454,2020-07-23,4.01,1,1,2.0,Private room in house,3.0,1.0,t,2011-10-29,4,97.0
128557,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12557,-8.61512,Private room,27,1,358,2020-08-21,3.05,14,365,1.0,Private room in apartment,1.0,15.0,t,2011-06-22,2,93.0
131994,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14993,-8.6151,Entire home/apt,26,3,144,2020-10-31,1.23,2,157,1.0,Entire apartment,1.0,2.0,t,2011-06-29,2,94.0
133099,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506,-8.61391,Entire home/apt,40,3,119,2020-07-04,1.02,2,0,1.0,Entire apartment,2.0,2.0,t,2011-07-12,4,96.0
133803,VILA NOVA DE GAIA,Canidelo,41.1277,-8.66321,Entire home/apt,87,3,177,2020-10-25,3.07,1,289,1.5,Entire condominium,5.0,1.0,t,2016-05-24,6,99.0
134570,VILA NOVA DE GAIA,Madalena,41.1041,-8.65946,Entire home/apt,150,2,74,2020-08-08,0.69,1,350,3.5,Entire apartment,4.0,1.0,f,2012-04-12,6,99.0
139425,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,51,1,187,2019-10-10,1.6,9,228,1.0,Entire apartment,4.0,15.0,t,2011-07-06,6,89.0
155127,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.12465,-8.54445,Entire home/apt,54,3,76,2020-01-03,0.71,1,365,2.5,Entire apartment,5.0,1.0,t,2012-04-10,6,95.0
155723,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15889,-8.61002,Entire home/apt,80,3,6,2017-08-13,0.05,1,0,3.0,Entire house,3.0,1.0,f,2011-12-03,5,84.0
165699,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14822,-8.61476,Entire home/apt,600,2,102,2020-02-28,1.43,2,357,3.0,Entire apartment,5.0,2.0,t,2015-04-06,10,96.0
169321,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,80,3,139,2020-03-07,1.24,4,173,2.0,Entire apartment,4.0,5.0,t,2011-11-20,6,97.0
173827,PORTO,Lordelo do Ouro e Massarelos,41.16188,-8.66014,Entire home/apt,45,3,110,2020-03-08,1.56,3,269,1.0,Entire condominium,3.0,4.0,f,2015-05-05,4,92.0
186655,PORTO,Lordelo do Ouro e Massarelos,41.15206,-8.65228,Entire home/apt,65,2,206,2020-08-29,1.79,1,319,1.0,Entire townhouse,5.0,1.0,f,2011-08-30,6,95.0
186946,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,125,2,248,2020-09-25,2.17,2,337,1.0,Entire apartment,1.0,2.0,f,2011-09-21,2,97.0
191005,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,55,3,94,2021-01-25,0.9,2,270,2.0,Entire apartment,4.0,5.0,t,2012-07-12,6,93.0
207475,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13109,-8.61375,Entire home/apt,31,2,9,2018-01-03,0.09,1,0,1.0,Entire loft,1.0,1.0,f,2012-10-08,2,91.0
208147,VILA DO CONDE,Fornelo e Vairão,41.32667,-8.65956,Private room,30,4,36,2020-08-08,0.53,1,197,1.0,Private room in house,2.0,1.0,f,2015-07-03,2,99.0
241573,PORTO,Bonfim,41.14776,-8.60194,Entire home/apt,65,2,196,2020-08-23,1.73,19,361,1.0,Entire apartment,4.0,19.0,t,2011-11-02,5,92.0
241574,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60293,Entire home/apt,49,2,332,2019-10-19,2.95,19,347,1.0,Entire apartment,2.0,19.0,t,2011-11-20,3,94.0
241742,PORTO,Bonfim,41.14831,-8.6004,Entire home/apt,64,2,195,2020-12-20,1.76,19,349,1.5,Entire apartment,3.0,19.0,t,2012-01-02,5,93.0
241743,PORTO,Bonfim,41.14654,-8.59991,Entire home/apt,50,2,143,2020-08-11,1.29,19,331,1.0,Entire apartment,2.0,19.0,t,2012-01-04,3,92.0
248537,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14765,-8.61876,Entire home/apt,65,3,228,2020-09-10,2.05,1,365,0.0,Entire apartment,1.0,1.0,t,2012-01-04,4,97.0
250828,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1464,-8.60216,Entire home/apt,60,1,127,2020-09-21,1.82,7,50,1.0,Entire apartment,2.0,7.0,t,2015-05-20,5,83.0
264087,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.6217,Entire home/apt,42,3,280,2021-01-14,2.54,2,180,1.0,Entire apartment,2.0,2.0,t,2012-01-30,3,98.0
265819,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1605,-8.6327,Entire home/apt,49,3,93,2019-08-15,0.85,1,59,1.0,Entire apartment,1.0,4.0,t,2012-03-05,4,93.0
266970,VILA NOVA DE GAIA,Avintes,41.11834,-8.54862,Entire home/apt,60,7,22,2020-09-02,0.25,2,2,1.0,Entire house,2.0,1.0,f,2013-10-28,4,97.0
270094,PORTO,Lordelo do Ouro e Massarelos,41.15906,-8.63666,Entire home/apt,40,3,43,2021-01-19,0.41,1,153,1.0,Entire apartment,1.0,1.0,f,2012-06-12,2,98.0
270965,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15676,-8.60897,Entire home/apt,46,3,123,2020-01-02,1.16,1,364,1.0,Entire apartment,1.0,2.0,f,2012-06-12,2,85.0
273345,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14663,-8.60385,Entire home/apt,48,2,216,2020-03-11,2.04,19,0,1.0,Entire apartment,2.0,19.0,t,2012-06-13,4,93.0
278886,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.6023,Entire home/apt,55,2,251,2019-10-18,2.89,19,357,1.0,Entire apartment,2.0,19.0,t,2013-12-24,4,94.0
313017,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14128,-8.61178,Entire home/apt,68,1,54,2017-05-24,0.51,1,0,1.0,Entire apartment,2.0,1.0,f,2012-05-08,4,93.0
313541,PORTO,Lordelo do Ouro e Massarelos,41.15264,-8.62168,Entire home/apt,271,2,173,2020-08-28,1.92,1,348,2.0,Entire house,6.0,1.0,f,2013-09-24,9,97.0
317546,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14321,-8.61676,Entire home/apt,65,3,109,2020-03-09,1.02,9,350,1.0,Entire apartment,2.0,10.0,t,2012-05-18,4,98.0
322277,AROUCA,Alvarenga,40.96872,-8.164,Entire home/apt,150,2,23,2020-10-05,0.25,1,364,2.0,Entire cottage,4.0,1.0,t,2013-07-19,6,92.0
322467,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,59,2,457,2020-09-20,4.67,5,365,1.0,Private room in house,3.0,5.0,t,2013-01-31,4,95.0
366442,VILA DO CONDE,Vila do Conde,41.36886,-8.75795,Entire home/apt,60,5,19,2019-08-11,0.2,1,364,1.0,Entire apartment,2.0,1.0,f,2013-06-24,4,87.0
366590,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14386,-8.61667,Entire home/apt,55,3,32,2018-10-17,0.3,9,347,1.0,Entire apartment,2.0,10.0,t,2012-04-06,3,97.0
383641,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,58,2,443,2020-02-08,4.27,5,1,2.0,Private room in house,3.0,5.0,t,2012-08-08,4,93.0
386984,PAREDES,Cete,41.17447,-8.35492,Entire home/apt,57,3,9,2019-08-31,0.13,3,0,1.0,Entire townhouse,1.0,3.0,f,2015-07-23,4,91.0
393987,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14285,-8.6054,Entire home/apt,45,2,299,2020-09-20,2.86,1,364,1.0,Entire condominium,4.0,1.0,f,2012-07-16,6,96.0
399584,MAIA,São Pedro Fins,41.25363,-8.54319,Entire home/apt,140,3,122,2020-09-12,1.17,1,358,2.5,Entire house,0.0,1.0,f,2012-07-24,7,95.0
400097,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15389,-8.60342,Entire home/apt,40,3,66,2020-01-01,0.62,7,365,1.0,Entire apartment,2.0,7.0,f,2012-05-24,3,89.0
400129,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1524,-8.60596,Entire home/apt,40,3,13,2020-01-03,0.13,7,365,1.0,Entire apartment,2.0,7.0,f,2012-10-30,3,83.0
400134,PORTO,Bonfim,41.15215,-8.60375,Entire home/apt,50,3,10,2018-09-02,0.11,7,364,1.0,Entire apartment,4.0,7.0,f,2013-07-01,4,82.0
403114,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13888,-8.61497,Entire home/apt,110,1,131,2020-08-17,1.24,12,266,1.0,Entire apartment,2.0,5.0,t,2012-06-16,4,99.0
404688,GONDOMAR,Melres e Medas,41.07471,-8.41248,Entire home/apt,150,2,75,2020-08-17,0.81,1,349,4.0,Entire house,6.0,1.0,f,2013-07-15,9,92.0
424705,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61718,Entire home/apt,60,3,36,2019-10-18,0.34,9,350,1.0,Entire apartment,2.0,10.0,t,2012-06-12,4,97.0
429790,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20043,-8.70667,Entire home/apt,35,2,106,2020-07-27,1.16,1,344,1.0,Entire apartment,1.0,1.0,f,2013-08-21,3,93.0
437772,VILA DO CONDE,Vila do Conde,41.37035,-8.762,Entire home/apt,33,2,61,2021-01-08,0.58,1,218,2.0,Entire apartment,5.0,1.0,t,2012-07-05,10,88.0
447188,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14499,-8.60876,Entire home/apt,78,2,212,2019-12-24,1.99,9,347,1.0,Entire apartment,5.0,24.0,t,2012-05-11,6,88.0
450872,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14225,-8.61316,Entire home/apt,20,2,331,2020-12-07,3.15,1,362,1.0,Entire apartment,2.0,1.0,t,2012-06-28,4,88.0
485699,VILA DO CONDE,Vila do Conde,41.34521,-8.7508,Entire home/apt,80,3,20,2020-07-12,0.24,1,318,1.0,Entire apartment,3.0,20.0,f,2014-03-24,4,88.0
486268,VALONGO,Alfena,41.23578,-8.52927,Entire home/apt,182,3,26,2020-09-03,0.32,1,317,6.0,Farm stay,7.0,3.0,t,2014-07-17,12,99.0
487653,VILA DO CONDE,Vila do Conde,41.35115,-8.74867,Entire home/apt,80,2,39,2020-08-01,0.56,1,365,2.0,Entire apartment,5.0,1.0,t,2015-05-19,6,91.0
496647,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1441,-8.61759,Entire home/apt,55,3,9,2020-03-09,0.09,9,347,1.0,Entire apartment,3.0,10.0,t,2012-07-06,3,96.0
502059,PORTO,Ramalde,41.16693,-8.63799,Private room,45,1,244,2018-09-11,2.31,1,365,1.0,Private room in house,1.0,1.0,t,2012-06-11,2,91.0
518534,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,91,1,292,2020-10-25,2.77,18,104,1.0,Entire apartment,2.0,20.0,t,2012-06-20,4,96.0
530311,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13501,-8.61047,Entire home/apt,80,3,154,2020-03-10,1.49,1,331,1.5,Entire apartment,4.0,1.0,t,2012-08-30,5,94.0
538059,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15065,-8.62109,Private room,80,1,1,2019-10-16,0.06,11,298,1.0,Room in boutique hotel,1.0,11.0,f,2019-10-16,2,100.0
538066,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15002,-8.61969,Private room,70,1,1,2019-06-09,0.05,11,0,1.0,Room in boutique hotel,1.0,11.0,f,2019-06-09,2,100.0
565255,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.60421,Private room,39,2,250,2020-03-15,2.39,3,363,1.0,Private room in house,4.0,4.0,t,2012-07-19,2,97.0
571382,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1898,-8.6983,Entire home/apt,39,2,197,2020-10-22,1.99,6,0,2.0,Entire apartment,4.0,5.0,t,2013-01-02,6,96.0
577242,SANTA MARIA DA FEIRA,Argoncilhe,41.02448,-8.53994,Entire home/apt,100,5,53,2020-10-14,0.54,1,213,3.0,Entire house,4.0,1.0,f,2013-01-06,8,91.0
579745,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15384,-8.67886,Entire home/apt,60,2,263,2021-01-01,2.53,1,338,0.0,Entire apartment,1.0,1.0,t,2012-07-29,4,97.0
581356,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,60,2,404,2020-09-29,3.89,2,355,1.0,Entire apartment,2.0,2.0,t,2012-08-03,4,98.0
581402,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,35,2019-07-31,0.34,7,0,1.5,Private room in house,4.0,7.0,f,2012-08-07,5,96.0
582405,PORTO,Bonfim,41.15819,-8.60128,Entire home/apt,40,3,136,2020-03-11,1.33,2,211,1.0,Entire apartment,5.0,3.0,f,2012-09-29,6,95.0
590448,PORTO,Bonfim,41.15147,-8.59746,Entire home/apt,144,120,42,2019-08-10,0.45,2,89,1.5,Entire townhouse,4.0,2.0,f,2013-05-22,6,88.0
598806,PORTO,Bonfim,41.14703,-8.59516,Entire home/apt,37,2,43,2020-09-12,0.42,1,89,1.0,Entire apartment,1.0,1.0,f,2012-08-13,2,92.0
600573,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18091,-8.68034,Entire home/apt,47,3,35,2020-11-13,0.37,2,264,1.0,Entire apartment,1.0,3.0,t,2013-06-04,4,94.0
604702,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,55,2,305,2020-08-10,2.97,1,347,1.0,Entire house,4.0,1.0,t,2012-09-06,4,96.0
605605,VILA DO CONDE,Vila do Conde,41.35313,-8.74471,Entire home/apt,55,2,13,2019-05-17,0.17,2,323,2.0,Entire loft,3.0,2.0,t,2014-10-08,6,92.0
608281,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15286,-8.6069,Entire home/apt,212,2,69,2019-12-02,0.66,2,310,2.0,Entire apartment,9.0,3.0,t,2012-08-03,12,94.0
609453,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,73,2019-09-21,0.71,7,0,1.0,Private room in house,1.0,7.0,f,2012-09-18,2,97.0
609455,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,63,2019-09-21,0.61,7,0,1.0,Private room in house,1.0,7.0,f,2012-08-14,2,95.0
613792,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07648,-8.65492,Entire home/apt,24,3,60,2020-10-29,0.61,4,365,1.0,Entire guesthouse,1.0,5.0,t,2013-01-03,2,91.0
619218,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,29,2,396,2020-10-21,3.84,5,358,1.0,Entire house,1.0,5.0,t,2012-08-25,1,94.0
620462,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14175,-8.61355,Entire home/apt,49,2,132,2020-08-16,2.32,1,347,1.0,Entire apartment,3.0,1.0,f,2016-06-14,5,99.0
620628,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.61796,Entire home/apt,56,2,314,2020-09-11,3.04,9,320,1.0,Entire apartment,1.0,24.0,t,2012-08-26,4,92.0
621663,VILA DO CONDE,Vila do Conde,41.35519,-8.74315,Entire home/apt,55,2,4,2018-04-02,0.04,2,335,2.0,Entire loft,3.0,2.0,t,2012-10-15,6,100.0
621980,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,25,2,418,2020-10-19,4.03,5,359,1.0,Entire house,1.0,5.0,t,2012-08-12,1,93.0
627273,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14125,-8.61477,Entire home/apt,110,1,299,2021-01-14,2.9,12,210,1.0,Entire apartment,2.0,5.0,t,2012-08-30,4,97.0
628004,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14076,-8.61612,Entire home/apt,110,1,189,2020-08-23,1.84,12,220,1.0,Entire apartment,2.0,5.0,t,2012-09-14,4,96.0
628606,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15587,-8.60825,Entire home/apt,35,2,128,2020-04-05,1.24,1,364,1.0,Entire loft,1.0,0.0,t,2012-08-16,2,89.0
631014,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14907,-8.60905,Private room,18,2,70,2020-03-07,0.69,6,13,2.0,Private room in apartment,1.0,9.0,t,2012-10-24,2,93.0
640344,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14801,-8.66768,Entire home/apt,65,2,12,2020-07-18,0.15,2,212,1.0,Entire apartment,3.0,2.0,f,2014-06-25,2,85.0
657151,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12203,-8.60694,Private room,20,1,8,2015-09-04,0.08,1,365,1.0,Private room in apartment,2.0,0.0,t,2012-09-07,1,98.0
659341,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13532,-8.6077,Entire home/apt,40,2,451,2020-10-23,4.49,2,270,2.0,Entire apartment,4.0,3.0,t,2012-11-15,6,96.0
663607,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15877,-8.63211,Entire home/apt,56,4,40,2019-09-14,0.43,1,178,1.0,Entire apartment,2.0,1.0,f,2013-06-02,4,95.0
681306,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.61583,Entire home/apt,110,1,185,2020-08-24,1.81,4,317,2.0,Entire apartment,1.0,4.0,t,2012-09-17,4,93.0
681307,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14318,-8.61612,Entire home/apt,143,1,198,2020-03-15,2.37,4,282,1.0,Entire apartment,4.0,4.0,t,2014-04-09,6,96.0
691479,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14094,-8.61659,Entire home/apt,110,2,356,2020-10-21,3.49,1,260,2.0,Entire loft,5.0,1.0,t,2012-09-26,6,99.0
692042,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,66,1,141,2020-02-20,1.38,18,361,1.0,Entire apartment,2.0,20.0,t,2012-09-29,4,93.0
693426,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17473,-8.68521,Entire home/apt,83,4,52,2020-12-23,0.57,1,248,2.0,Entire apartment,5.0,0.0,f,2013-08-25,8,93.0
695656,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13899,-8.61608,Entire home/apt,100,1,24,2020-09-06,0.26,12,285,1.0,Entire apartment,1.0,5.0,t,2013-06-25,4,98.0
696324,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,150,30,413,2020-02-25,4.11,9,237,1.0,Entire apartment,2.0,9.0,t,2012-11-17,4,98.0
703873,VILA NOVA DE GAIA,Oliveira do Douro,41.13179,-8.60276,Private room,21,2,105,2020-01-02,1.56,1,364,1.5,Private room in condominium,1.0,1.0,f,2015-08-12,2,95.0
708484,PORTO,Ramalde,41.17626,-8.62912,Private room,13,1,99,2020-03-15,1.48,1,289,1.0,Private room in apartment,0.0,1.0,t,2015-08-22,2,97.0
710729,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,40,1,70,2020-08-16,0.71,18,365,1.0,Entire apartment,1.0,20.0,t,2012-12-30,2,87.0
711159,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14582,-8.61239,Entire home/apt,25,10,574,2021-01-03,5.66,11,76,1.0,Entire apartment,1.0,11.0,t,2012-10-14,2,88.0
713596,PORTO,Paranhos,41.16992,-8.60825,Entire home/apt,39,3,189,2020-08-24,1.89,1,312,1.0,Entire apartment,2.0,1.0,t,2012-11-25,5,90.0
727402,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14417,-8.61133,Entire home/apt,28,10,520,2020-10-20,5.16,11,15,1.0,Entire apartment,2.0,11.0,t,2012-11-02,4,91.0
729328,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13561,-8.62397,Entire home/apt,37,3,207,2021-01-04,2.06,3,1,1.0,Entire apartment,4.0,3.0,f,2012-11-13,4,95.0
735736,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,51,2,58,2019-12-09,0.68,7,343,1.0,Entire apartment,5.0,0.0,f,2014-02-25,6,94.0
736472,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,59,3,163,2020-09-06,1.65,7,365,1.0,Entire apartment,5.0,0.0,f,2013-01-01,6,93.0
738602,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14581,-8.61272,Entire home/apt,94,2,324,2020-10-28,3.21,9,322,2.0,Entire apartment,5.0,24.0,t,2012-10-27,7,95.0
746214,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,2,46,2019-05-02,0.48,7,0,1.5,Private room in house,4.0,7.0,f,2013-03-22,5,95.0
748133,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14688,-8.61333,Entire home/apt,50,2,319,2020-08-15,3.68,1,0,1.5,Entire apartment,3.0,1.0,t,2014-01-02,4,88.0
748374,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Entire home/apt,44,2,1,2020-06-15,0.12,32,24,1.0,Entire apartment,3.0,2.0,f,2020-06-15,2,100.0
749496,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Entire home/apt,257,2,205,2019-12-12,2.05,7,60,5.5,Entire house,9.0,7.0,t,2012-11-23,12,94.0
758709,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14655,-8.61746,Entire home/apt,49,3,285,2020-09-14,2.88,7,137,1.0,Entire apartment,1.0,6.0,t,2013-01-02,2,88.0
759702,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.61742,Entire home/apt,49,3,143,2020-03-14,1.44,7,364,1.0,Entire apartment,2.0,6.0,t,2012-12-11,2,90.0
