id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,bathrooms,property_type,beds,host_listings_count,instant_bookable,first_review,accommodates,review_scores_rating
23877826,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1774,-8.68908,Entire home/apt,54,1,95,2020-11-17,2.71,12,244,1.0,Entire apartment,1.0,68.0,t,2018-04-01,2,97.0
23879864,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14787,-8.60279,Entire home/apt,54,2,1,2018-05-06,0.03,11,2,1.0,Entire apartment,1.0,15.0,t,2018-05-06,4,100.0
23880992,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15181,-8.61278,Entire home/apt,52,2,80,2020-08-31,2.28,34,364,1.0,Entire apartment,2.0,34.0,t,2018-03-31,4,97.0
23882551,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14951,-8.61239,Private room,18,1,115,2020-09-09,3.46,14,350,1.5,Private room in apartment,1.0,20.0,t,2018-05-25,2,87.0
23894176,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15947,-8.68365,Entire home/apt,130,2,20,2019-12-08,0.57,3,106,2.0,Entire apartment,4.0,3.0,t,2018-03-30,6,92.0
23896362,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14877,-8.61308,Entire home/apt,60,2,16,2020-10-31,0.47,4,364,1.0,Entire apartment,1.0,4.0,f,2018-04-28,4,94.0
23897005,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,52,2,1,2018-07-04,0.03,8,0,1.0,Entire apartment,2.0,8.0,t,2018-07-04,3,100.0
23897272,PORTO,Ramalde,41.17303,-8.64006,Entire home/apt,50,2,21,2020-02-12,0.64,1,12,1.0,Entire apartment,4.0,1.0,f,2018-06-03,6,97.0
23897464,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,52,2,5,2020-10-18,0.17,8,0,1.0,Entire apartment,1.0,8.0,t,2018-09-07,3,96.0
23898015,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,57,2,1,2019-03-17,0.04,8,0,1.0,Entire apartment,2.0,8.0,t,2019-03-17,4,100.0
23902664,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14109,-8.61384,Entire home/apt,20,2,64,2020-09-16,1.87,4,0,1.0,Entire apartment,1.0,4.0,t,2018-04-26,4,85.0
23902808,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14378,-8.61513,Entire home/apt,20,2,136,2021-02-01,3.92,1,364,1.0,Entire apartment,2.0,1.0,t,2018-04-09,3,92.0
23903362,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13946,-8.61553,Entire home/apt,20,2,110,2021-01-02,3.15,4,355,1.5,Entire apartment,1.0,4.0,t,2018-04-06,4,89.0
23903435,PORTO,Bonfim,41.15979,-8.60206,Private room,60,1,3,2018-08-25,0.09,17,290,1.0,Private room in townhouse,1.0,17.0,t,2018-04-24,2,80.0
23903624,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13938,-8.61608,Entire home/apt,20,2,81,2020-11-03,2.33,4,365,1.5,Entire apartment,1.0,4.0,t,2018-04-09,4,91.0
23903769,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14143,-8.61395,Entire home/apt,20,2,106,2021-01-04,3.05,4,365,1.5,Entire apartment,1.0,4.0,t,2018-04-08,4,90.0
23906058,PORTO,Paranhos,41.17818,-8.61089,Private room,11,1,114,2020-11-01,3.27,3,271,1.0,Private room in apartment,1.0,6.0,f,2018-04-07,1,96.0
23908140,PORTO,Campanhã,41.16741,-8.57236,Private room,15,1,36,2021-02-08,1.06,2,0,2.0,Private room in house,1.0,2.0,t,2018-04-29,1,98.0
23909235,PORTO,Campanhã,41.1674,-8.57023,Private room,16,1,13,2019-10-19,0.37,2,0,2.0,Private room in house,1.0,2.0,t,2018-04-01,1,100.0
23911309,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14961,-8.62148,Entire home/apt,75,2,9,2020-08-23,0.26,24,1,1.0,Entire apartment,3.0,41.0,t,2018-03-31,8,78.0
23914171,VILA NOVA DE GAIA,Canidelo,41.12347,-8.64985,Entire home/apt,59,1,46,2019-10-16,1.32,3,365,1.0,Entire guesthouse,1.0,3.0,t,2018-04-06,3,97.0
23916086,PORTO,Ramalde,41.17639,-8.62959,Entire home/apt,30,2,22,2019-07-22,0.63,3,137,1.0,Entire apartment,1.0,3.0,t,2018-04-11,4,98.0
23919258,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15757,-8.62008,Entire home/apt,47,2,105,2020-10-11,3.0,1,228,2.0,Entire apartment,5.0,1.0,t,2018-04-01,8,93.0
23920006,PORTO,Bonfim,41.14732,-8.60173,Entire home/apt,59,3,46,2020-08-15,1.31,2,179,1.0,Entire apartment,2.0,2.0,t,2018-04-01,4,90.0
23923553,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15172,-8.60881,Hotel room,40,1,4,2020-11-07,0.9,6,0,1.0,Room in hostel,4.0,4.0,t,2020-10-04,4,100.0
23935937,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13468,-8.61081,Entire home/apt,29,2,37,2020-03-14,1.96,2,166,1.0,Entire apartment,1.0,2.0,t,2019-07-29,4,96.0
23938015,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14514,-8.61189,Entire home/apt,38,1,15,2020-03-03,0.43,18,285,1.0,Entire apartment,2.0,24.0,t,2018-04-16,3,92.0
23939047,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14799,-8.62048,Entire home/apt,54,2,93,2020-03-11,2.66,1,0,1.0,Entire apartment,3.0,4.0,t,2018-04-01,4,97.0
23955961,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15148,-8.61143,Entire home/apt,20,2,154,2021-01-17,4.38,1,1,1.0,Entire apartment,1.0,1.0,t,2018-03-30,3,94.0
23960317,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14513,-8.61605,Private room,30,2,25,2018-09-29,0.74,1,0,1.0,Private room in apartment,2.0,1.0,f,2018-05-06,2,98.0
23960375,PORTO,Ramalde,41.16105,-8.63394,Entire home/apt,25,2,112,2021-01-09,3.18,1,341,1.5,Entire apartment,2.0,1.0,t,2018-03-27,4,83.0
23973345,PORTO,Bonfim,41.14579,-8.59741,Entire home/apt,47,2,73,2021-01-04,2.22,3,364,1.0,Entire apartment,1.0,5.0,t,2018-06-05,4,99.0
23975035,PORTO,Bonfim,41.14459,-8.59791,Entire home/apt,80,1,1,2018-08-19,0.03,3,365,1.0,Entire apartment,2.0,3.0,t,2018-08-19,2,100.0
23975787,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15317,-8.60798,Entire home/apt,109,2,28,2020-01-03,0.82,1,2,2.5,Entire apartment,4.0,1.0,t,2018-04-28,6,94.0
23978273,VILA DO CONDE,Vila do Conde,41.36873,-8.75805,Entire home/apt,49,3,17,2020-08-20,0.51,1,224,1.0,Entire apartment,3.0,1.0,t,2018-05-21,4,95.0
23979767,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14537,-8.6056,Entire home/apt,10,1,194,2021-02-08,5.57,2,362,1.0,Entire apartment,3.0,2.0,t,2018-04-07,6,97.0
23988112,PORTO,Paranhos,41.16534,-8.59945,Entire home/apt,41,2,16,2019-07-19,0.47,1,0,2.0,Entire apartment,3.0,1.0,t,2018-05-01,5,94.0
23989471,PORTO,Bonfim,41.15117,-8.60133,Entire home/apt,55,2,72,2020-08-25,2.15,2,90,1.0,Entire apartment,1.0,2.0,t,2018-05-16,4,98.0
23991236,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11437,-8.61363,Private room,30,2,19,2019-09-24,0.57,3,0,1.0,Private room in apartment,1.0,3.0,t,2018-05-13,2,96.0
23993545,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14715,-8.60408,Entire home/apt,40,2,186,2020-10-30,5.31,2,344,1.0,Entire apartment,1.0,2.0,t,2018-04-01,4,99.0
23993824,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14717,-8.60258,Entire home/apt,50,1,147,2020-11-15,4.2,3,359,1.0,Entire loft,3.0,2.0,t,2018-04-02,5,98.0
23994022,MAIA,Cidade da Maia,41.22715,-8.61119,Entire home/apt,85,3,2,2019-08-10,0.11,1,0,2.0,Entire townhouse,3.0,2.0,f,2019-07-26,6,100.0
23995563,PORTO,Ramalde,41.16276,-8.63281,Entire home/apt,75,2,20,2019-09-14,0.58,2,364,1.0,Entire apartment,2.0,3.0,f,2018-04-15,4,93.0
23996152,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14878,-8.61203,Entire home/apt,40,1,107,2020-03-17,3.1,2,319,1.0,Entire apartment,1.0,3.0,t,2018-04-18,4,92.0
24006932,PORTO,Lordelo do Ouro e Massarelos,41.14834,-8.65774,Entire home/apt,80,6,5,2019-08-18,0.15,23,228,1.5,Entire apartment,3.0,28.0,f,2018-04-30,5,96.0
24009019,GONDOMAR,Foz do Sousa e Covelo,41.07888,-8.46842,Entire home/apt,207,1,5,2020-08-16,0.16,9,179,2.0,Boat,3.0,10.0,f,2018-07-03,4,96.0
24010755,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14941,-8.60316,Entire home/apt,50,2,81,2020-08-07,2.38,34,350,1.0,Entire apartment,1.0,34.0,t,2018-04-30,4,94.0
24011531,PORTO,Bonfim,41.14875,-8.58989,Entire home/apt,35,2,35,2020-02-01,1.05,5,332,1.0,Entire apartment,2.0,5.0,t,2018-05-25,4,97.0
24013307,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15526,-8.60816,Entire home/apt,81,2,5,2019-02-10,0.14,2,0,2.0,Entire apartment,3.0,2.0,t,2018-03-28,6,93.0
24018149,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15139,-8.61296,Entire home/apt,90,2,126,2019-12-31,3.59,3,365,1.0,Entire apartment,4.0,3.0,t,2018-03-30,5,94.0
24019291,VILA DO CONDE,Vila do Conde,41.35069,-8.74307,Entire home/apt,51,2,30,2020-10-07,0.99,4,142,1.0,Entire apartment,4.0,7.0,t,2018-08-18,6,97.0
24027639,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1444,-8.62172,Entire home/apt,25,2,46,2020-10-10,1.33,9,20,1.5,Entire apartment,1.0,9.0,t,2018-04-14,3,92.0
24029773,PORTO,Bonfim,41.14536,-8.59762,Private room,22,5,30,2019-06-10,0.87,2,0,1.0,Private room in apartment,1.0,2.0,t,2018-04-15,2,94.0
24030845,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3813,-8.76654,Entire home/apt,80,2,3,2019-06-10,0.1,4,364,2.0,Entire apartment,5.0,6.0,f,2018-08-09,6,93.0
24036536,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15396,-8.67764,Entire home/apt,93,2,45,2020-09-13,1.33,1,0,2.0,Entire apartment,4.0,1.0,t,2018-05-03,4,100.0
24038057,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1361,-8.61134,Entire home/apt,90,2,119,2020-03-01,3.42,1,75,1.5,Entire apartment,2.0,1.0,t,2018-04-08,6,99.0
24040387,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14917,-8.61944,Hotel room,24,2,134,2020-10-11,4.04,5,345,1.0,Room in hostel,1.0,4.0,t,2018-05-28,2,91.0
24041662,VILA NOVA DE GAIA,São Félix da Marinha,41.03805,-8.63814,Private room,55,2,17,2019-08-26,0.51,1,364,2.0,Private room in condominium,2.0,1.0,t,2018-05-30,3,83.0
24041834,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15704,-8.62165,Entire home/apt,45,2,14,2019-10-02,0.41,3,0,1.0,Entire apartment,2.0,4.0,t,2018-04-15,4,96.0
24051056,PORTO,Bonfim,41.1551,-8.59948,Entire home/apt,109,3,16,2019-12-08,0.47,70,164,2.5,Entire apartment,3.0,94.0,t,2018-05-02,5,88.0
24052769,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17847,-8.68628,Entire home/apt,105,3,12,2020-08-28,0.35,70,314,2.0,Entire apartment,3.0,94.0,t,2018-04-12,6,95.0
24053639,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18496,-8.69238,Entire home/apt,67,2,7,2019-09-14,0.3,70,252,1.0,Entire apartment,1.0,94.0,t,2019-03-29,4,89.0
24055006,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15333,-8.61047,Entire home/apt,40,2,53,2020-03-07,1.54,1,61,1.0,Entire apartment,1.0,1.0,t,2018-04-19,4,94.0
24055205,PORTO,Bonfim,41.14595,-8.58964,Private room,26,1,32,2020-08-09,1.55,1,365,1.0,Private room in house,2.0,1.0,t,2019-06-06,2,88.0
24058942,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14031,-8.61057,Entire home/apt,68,1,25,2020-10-09,0.72,65,359,1.0,Entire apartment,1.0,70.0,t,2018-04-07,3,98.0
24058944,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14084,-8.61039,Entire home/apt,49,1,11,2020-03-10,0.32,65,365,1.0,Entire apartment,2.0,70.0,t,2018-04-12,2,96.0
24058945,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14206,-8.61022,Entire home/apt,58,1,9,2020-08-09,0.26,65,2,1.0,Entire apartment,2.0,70.0,t,2018-04-19,2,96.0
24058946,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14042,-8.60926,Entire home/apt,58,1,9,2019-12-08,0.26,65,365,1.0,Entire apartment,1.0,70.0,t,2018-04-01,3,93.0
24058947,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14007,-8.60939,Entire home/apt,58,1,7,2019-09-20,0.2,65,363,1.0,Entire apartment,1.0,70.0,t,2018-04-13,3,89.0
24060876,PORTO,Campanhã,41.15265,-8.58712,Entire home/apt,79,2,4,2019-01-01,0.12,1,7,2.0,Entire apartment,5.0,1.0,t,2018-06-10,6,100.0
24070794,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14406,-8.61337,Entire home/apt,62,2,32,2019-10-14,1.02,2,180,1.0,Entire loft,0.0,2.0,t,2018-07-23,2,95.0
24071198,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1367,-8.61183,Entire home/apt,23,10,59,2020-12-31,1.72,11,0,1.0,Entire loft,2.0,11.0,t,2018-04-21,2,88.0
24071943,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14684,-8.60408,Entire home/apt,60,2,80,2020-09-13,2.31,6,365,2.0,Entire loft,1.0,6.0,f,2018-04-14,4,99.0
24074680,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11293,-8.60562,Entire home/apt,40,2,3,2018-08-01,0.09,1,0,2.0,Entire apartment,6.0,1.0,t,2018-05-12,6,100.0
24074934,PORTO,Paranhos,41.16832,-8.62529,Private room,11,2,99,2021-01-24,2.82,3,362,1.0,Private room in apartment,1.0,3.0,t,2018-03-31,1,96.0
24075500,PORTO,Campanhã,41.16956,-8.58517,Entire home/apt,115,2,4,2019-07-26,0.12,1,365,1.5,Entire apartment,4.0,1.0,t,2018-06-26,7,95.0
24075882,PORTO,Bonfim,41.14708,-8.6017,Entire home/apt,25,2,123,2020-12-05,3.51,1,363,1.5,Entire apartment,3.0,1.0,t,2018-04-01,4,85.0
24077450,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14654,-8.60376,Entire home/apt,85,2,62,2020-10-11,1.83,6,365,1.0,Entire loft,1.0,6.0,t,2018-05-03,5,96.0
24079556,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1561,-8.61009,Entire home/apt,60,3,165,2020-09-23,4.83,3,162,1.0,Entire apartment,2.0,4.0,f,2018-04-27,3,100.0
24081717,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15065,-8.60772,Entire home/apt,30,3,35,2020-10-25,1.09,10,359,1.0,Entire apartment,3.0,10.0,t,2018-06-28,3,95.0
24096900,PORTO,Bonfim,41.14215,-8.5995,Private room,20,1,84,2020-09-21,2.47,6,228,2.0,Private room in house,1.0,6.0,t,2018-04-30,1,97.0
24097305,PORTO,Bonfim,41.14256,-8.60053,Private room,25,2,88,2020-10-24,2.56,6,0,1.5,Private room in house,1.0,6.0,t,2018-04-20,2,96.0
24097353,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15052,-8.60335,Entire home/apt,72,2,42,2020-03-12,1.22,1,0,1.0,Entire apartment,2.0,1.0,t,2018-04-24,4,98.0
24101980,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14639,-8.61103,Entire home/apt,35,2,70,2020-09-26,2.06,1,357,1.0,Entire loft,1.0,2.0,t,2018-05-01,2,95.0
24102477,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15545,-8.62106,Entire home/apt,58,1,6,2020-01-01,0.18,6,229,1.0,Entire loft,1.0,7.0,t,2018-05-01,4,100.0
24121083,PORTO,Bonfim,41.14687,-8.60036,Entire home/apt,65,2,83,2020-09-08,2.42,1,312,1.5,Entire apartment,1.0,3.0,t,2018-04-20,2,100.0
24121751,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14877,-8.61132,Private room,51,1,6,2020-11-01,0.28,6,83,0.5,Private room in bed and breakfast,1.0,6.0,t,2019-05-20,2,97.0
24125296,GONDOMAR,Fânzeres e São Pedro da Cova,41.16525,-8.54441,Private room,25,2,20,2019-04-26,0.62,1,180,1.0,Private room in apartment,1.0,1.0,t,2018-06-22,2,97.0
24135039,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18349,-8.69212,Private room,32,2,18,2020-01-03,0.54,7,365,2.0,Private room in serviced apartment,1.0,15.0,f,2018-05-20,2,90.0
24136017,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14806,-8.60778,Entire home/apt,65,3,3,2019-08-08,0.09,1,179,1.5,Entire apartment,3.0,1.0,f,2018-05-05,4,100.0
24150667,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13649,-8.60856,Entire home/apt,89,1,37,2018-10-12,1.08,11,0,2.0,Entire apartment,5.0,9.0,t,2018-04-25,10,99.0
24150961,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1378,-8.61153,Entire home/apt,17,10,75,2020-08-30,2.18,11,0,1.0,Entire loft,1.0,11.0,t,2018-04-20,2,92.0
24150962,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14354,-8.61296,Entire home/apt,89,2,153,2020-10-25,4.46,1,357,1.0,Entire apartment,1.0,1.0,t,2018-04-22,2,97.0
24151322,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1378,-8.61286,Entire home/apt,41,10,73,2020-03-09,2.12,11,0,1.0,Entire loft,2.0,11.0,t,2018-04-19,2,94.0
24151517,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14101,-8.61196,Entire home/apt,150,1,1,2018-09-26,0.03,3,365,1.0,Entire apartment,5.0,3.0,f,2018-09-26,7,100.0
24151668,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13653,-8.61334,Entire home/apt,13,10,36,2020-02-18,1.04,11,0,1.0,Entire loft,1.0,11.0,t,2018-04-13,2,87.0
24154011,PORTO,Lordelo do Ouro e Massarelos,41.15395,-8.63049,Entire home/apt,150,1,20,2019-10-20,0.58,2,365,2.0,Entire house,8.0,2.0,t,2018-04-22,9,93.0
24168610,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14582,-8.61251,Hotel room,22,1,221,2020-10-25,6.35,5,365,0.5,Room in hotel,1.0,9.0,t,2018-04-07,2,87.0
24168678,VILA NOVA DE GAIA,Arcozelo,41.04813,-8.65228,Entire home/apt,182,3,4,2019-08-22,0.21,1,0,2.5,Entire house,5.0,1.0,t,2019-07-19,6,95.0
24170860,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1662,-8.6797,Entire home/apt,233,2,15,2020-10-16,0.63,1,75,2.0,Entire house,3.0,1.0,t,2019-03-05,6,95.0
24172891,PORTO,Lordelo do Ouro e Massarelos,41.14443,-8.62462,Entire home/apt,54,2,2,2019-07-24,0.1,74,259,1.0,Entire apartment,3.0,498.0,t,2019-06-17,4,90.0
24173107,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1521,-8.6137,Entire home/apt,74,2,2,2019-06-10,0.07,124,258,2.0,Entire apartment,7.0,132.0,t,2018-08-19,8,80.0
24173328,PORTO,Lordelo do Ouro e Massarelos,41.14556,-8.6254,Entire home/apt,83,2,25,2020-02-24,0.74,74,0,2.0,Entire apartment,5.0,498.0,t,2018-05-13,6,91.0
24173677,PORTO,Lordelo do Ouro e Massarelos,41.1447,-8.6243,Entire home/apt,54,2,3,2019-10-08,0.14,74,0,1.0,Entire apartment,3.0,498.0,t,2019-04-22,4,73.0
24173906,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1482,-8.60875,Entire home/apt,71,1,3,2020-12-27,0.23,15,345,1.0,Entire apartment,3.0,34.0,t,2020-01-12,6,100.0
24174039,PORTO,Lordelo do Ouro e Massarelos,41.14611,-8.6259,Entire home/apt,83,2,37,2020-03-15,1.08,74,0,2.0,Entire apartment,5.0,498.0,t,2018-04-22,6,89.0
24174390,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14632,-8.6087,Entire home/apt,71,1,12,2021-01-09,0.89,15,345,1.0,Entire apartment,3.0,34.0,t,2020-01-08,6,97.0
24174456,PORTO,Lordelo do Ouro e Massarelos,41.14449,-8.62464,Entire home/apt,54,2,2,2019-08-22,0.09,74,0,1.0,Entire apartment,3.0,498.0,t,2019-05-22,4,80.0
24174754,VILA NOVA DE GAIA,São Félix da Marinha,41.03952,-8.64966,Entire home/apt,194,1,17,2020-10-04,0.56,8,329,3.5,Entire villa,13.0,0.0,t,2018-08-18,15,100.0
24175086,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14665,-8.60907,Entire home/apt,68,1,10,2021-01-02,0.71,15,2,1.0,Entire apartment,3.0,34.0,t,2019-12-22,6,96.0
24175095,PORTO,Lordelo do Ouro e Massarelos,41.14427,-8.62459,Entire home/apt,54,2,7,2019-10-22,0.21,74,0,1.0,Entire apartment,3.0,498.0,t,2018-05-03,4,80.0
24175525,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14613,-8.60729,Entire home/apt,71,1,1,2020-02-13,0.08,15,345,1.0,Entire apartment,3.0,34.0,t,2020-02-13,6,100.0
24176096,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1521,-8.6137,Entire home/apt,102,2,10,2020-03-02,0.34,124,174,2.0,Entire apartment,11.0,132.0,t,2018-09-23,11,88.0
24192785,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14354,-8.61296,Entire home/apt,67,2,8,2019-07-06,0.24,70,302,1.0,Entire apartment,1.0,94.0,t,2018-05-10,3,93.0
24194242,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14553,-8.61379,Entire home/apt,94,2,7,2019-11-18,0.24,6,214,1.0,Entire apartment,1.0,3.0,f,2018-09-19,4,97.0
24195813,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14553,-8.61379,Entire home/apt,99,2,2,2019-06-13,0.06,6,214,1.0,Entire apartment,1.0,3.0,f,2018-05-11,4,90.0
24196640,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14553,-8.61379,Entire home/apt,186,2,17,2020-02-16,0.5,6,214,2.0,Entire apartment,4.0,3.0,f,2018-04-23,8,96.0
24206797,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16044,-8.60995,Entire home/apt,120,2,32,2021-01-01,0.94,4,326,1.5,Entire townhouse,2.0,4.0,t,2018-05-01,5,98.0
24207188,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16065,-8.61137,Entire home/apt,119,2,39,2020-09-12,1.15,4,1,1.5,Entire townhouse,3.0,4.0,t,2018-05-03,6,98.0
24215371,PORTO,Bonfim,41.15463,-8.5964,Entire home/apt,135,2,2,2018-10-14,0.06,2,364,2.0,Entire apartment,6.0,2.0,f,2018-06-07,8,20.0
24218390,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17919,-8.69067,Entire home/apt,45,3,45,2021-02-05,1.37,1,213,2.0,Entire apartment,3.0,1.0,t,2018-06-03,5,84.0
24225419,MAIA,Castêlo da Maia,41.25885,-8.59981,Entire home/apt,62,1,25,2020-10-04,0.8,1,365,2.5,Entire apartment,5.0,1.0,t,2018-07-18,9,96.0
24227331,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14226,-8.61878,Entire home/apt,56,1,1,2018-08-05,0.03,5,333,1.0,Entire apartment,2.0,5.0,t,2018-08-05,3,100.0
24230557,PORTO,Lordelo do Ouro e Massarelos,41.14615,-8.63036,Entire home/apt,65,4,35,2019-06-02,1.03,2,0,1.0,Entire apartment,4.0,2.0,f,2018-05-05,6,86.0
24241561,PORTO,Lordelo do Ouro e Massarelos,41.14695,-8.62985,Entire home/apt,55,2,1,2018-05-07,0.03,1,270,1.0,Entire apartment,1.0,0.0,f,2018-05-07,2,100.0
24242179,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.25149,-8.72077,Entire home/apt,150,3,3,2018-09-12,0.09,1,365,4.0,Entire house,5.0,1.0,t,2018-06-10,8,93.0
24243990,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14276,-8.64874,Entire home/apt,105,2,18,2019-10-16,0.53,1,179,2.0,Boat,3.0,1.0,t,2018-05-01,6,96.0
24245865,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1509,-8.60585,Entire home/apt,90,1,15,2018-11-04,0.43,15,0,1.0,Entire apartment,3.0,5.0,t,2018-04-15,6,94.0
